Gender,Sleep_Hours_Per_Night,Screen_Time_Hours,Social_Media_Hours,Attendance_Percentage,Assignments_Completed,Class_Participation_Score,Physical_Activity_Hours_Per_Week,Stress_Level,Motivation_Level,Extracurricular_Involvement,Previous_Semester_GPA,Productivity_Score,Performance_Category,Gender_Encoded,SM_Percentage
Female,Poor,High,High,91.1,59.0,7.1,Very Active,3.4,4.4,3.3,6.0,37.4,Low,0,98.24561403508771
Female,Poor,High,Low,98.2,74.3,7.5,Moderately Active,4.1,6.7,4.2,5.4,75.1,High,0,0.0
Female,Healthy,High,High,69.5,66.5,4.8,Moderately Active,4.9,7.0,3.2,7.1,56.5,Medium,0,62.295081967213115
Female,Healthy,High,High,65.7,51.2,9.2,Moderately Active,10.0,3.8,3.8,4.2,34.7,Low,0,100.0
Female,Poor,High,Low,92.3,51.7,1.4,Moderately Active,4.1,10.0,2.6,6.0,64.2,High,0,0.0
Male,Healthy,High,High,83.5,82.3,4.5,Underactive,4.9,2.6,4.5,6.5,48.8,Medium,1,70.73170731707317
Male,Poor,High,High,84.2,76.6,10.0,Moderately Active,2.9,5.3,3.8,7.4,45.2,Low,1,50.0
Female,Healthy,Moderate,Moderate,89.1,80.7,6.1,Very Active,4.1,5.7,1.3,5.7,62.4,Medium,0,50.0
Female,Poor,High,High,60.2,69.6,8.5,Very Active,5.8,6.1,10.0,6.0,48.5,Medium,0,53.84615384615385
Female,Poor,Moderate,Moderate,85.7,47.8,6.4,Underactive,1.0,7.6,4.8,9.0,47.7,Medium,0,43.333333333333336
Female,Poor,Moderate,High,82.3,59.3,9.8,Very Active,5.1,7.6,6.3,4.6,65.0,High,0,79.48717948717949
Female,Poor,High,High,81.0,43.5,7.9,Underactive,8.0,2.9,3.3,6.9,25.5,Low,0,54.6875
Male,Healthy,Moderate,Low,73.7,33.4,9.4,Very Active,4.5,6.4,7.0,6.2,56.7,Medium,1,21.874999999999996
Female,Poor,Moderate,Low,78.9,85.8,7.1,Underactive,5.5,6.0,2.6,8.5,73.0,High,0,0.0
Female,Healthy,Moderate,High,72.2,59.2,4.1,Underactive,7.6,5.4,0.5,5.1,44.8,Low,0,73.52941176470588
Male,Healthy,High,High,67.1,70.8,5.9,Very Active,5.5,5.8,6.7,5.5,56.3,Medium,1,53.40909090909091
Male,Poor,Moderate,Low,91.3,67.4,4.8,Very Active,7.8,6.4,0.0,4.7,53.3,Medium,1,20.0
Male,Excessive,High,High,92.8,80.2,1.1,Moderately Active,6.0,6.4,0.0,7.7,47.2,Medium,1,41.935483870967744
Female,Healthy,High,Moderate,100.0,65.9,8.3,Underactive,9.0,7.7,5.0,5.5,55.4,Medium,0,14.705882352941178
Female,Healthy,High,High,75.8,54.3,3.1,Very Active,6.6,7.6,1.9,8.8,61.7,Medium,0,68.88888888888889
Male,Healthy,High,High,66.8,83.8,5.8,Underactive,5.7,5.5,5.4,6.4,52.1,Medium,1,52.11267605633804
Female,Healthy,High,High,78.4,100.0,5.8,Very Active,7.6,6.5,4.2,7.4,72.2,High,0,75.0
Female,Excessive,High,High,70.9,84.5,4.3,Moderately Active,9.3,5.2,1.1,6.2,38.2,Low,0,44.871794871794876
Male,Healthy,High,High,71.8,76.4,7.4,Very Active,9.0,2.2,2.5,7.1,41.1,Low,1,63.76811594202899
Male,Healthy,High,High,86.2,71.1,5.2,Very Active,10.0,8.9,1.9,7.3,44.8,Low,1,51.04166666666667
Female,Poor,High,High,94.2,60.8,4.4,Very Active,5.3,9.5,2.1,5.9,66.3,High,0,54.385964912280706
Female,Poor,High,Moderate,85.4,67.7,2.8,Underactive,6.1,6.5,0.1,5.4,45.0,Low,0,23.52941176470588
Female,Poor,High,Moderate,81.5,82.1,4.0,Moderately Active,4.8,5.2,3.2,5.6,66.1,High,0,25.0
Female,Healthy,High,High,90.7,96.4,6.9,Underactive,3.5,4.8,5.8,4.2,69.2,High,0,57.94392523364487
Male,Healthy,Low,Low,98.8,78.1,9.7,Underactive,1.0,4.4,3.1,3.0,77.4,High,1,0.0
Female,Healthy,High,High,100.0,78.4,6.0,Underactive,6.4,4.3,4.1,7.6,64.0,High,0,41.935483870967744
Male,Healthy,High,High,71.8,75.9,4.1,Underactive,8.5,1.1,2.9,7.8,40.8,Low,1,46.835443037974684
Male,Poor,High,High,95.7,85.3,7.3,Moderately Active,7.3,7.4,2.4,7.0,53.0,Medium,1,59.4059405940594
Male,Healthy,Moderate,Low,95.7,75.9,5.1,Very Active,7.2,9.4,2.3,5.2,72.2,High,1,28.57142857142857
Female,Healthy,High,Moderate,81.1,79.3,8.6,Moderately Active,4.5,6.7,5.1,7.9,61.1,Medium,0,25.0
Female,Healthy,High,High,81.8,69.5,6.4,Underactive,5.1,4.6,3.2,7.3,45.4,Low,0,88.67924528301887
Female,Healthy,High,Low,88.3,100.0,6.5,Underactive,7.3,5.7,3.7,9.5,65.0,High,0,1.234567901234568
Female,Poor,High,High,85.5,82.0,4.2,Underactive,8.2,7.4,6.5,6.4,47.2,Medium,0,42.00000000000001
Male,Poor,High,High,66.4,100.0,4.9,Underactive,5.0,7.7,7.0,8.0,57.7,Medium,1,81.63265306122447
Female,Healthy,High,High,72.8,74.3,9.1,Very Active,7.8,6.0,3.1,7.8,47.1,Medium,0,44.44444444444444
Female,Poor,High,High,92.6,58.8,7.1,Underactive,1.0,7.5,0.3,7.2,61.4,Medium,0,30.12048192771084
Male,Healthy,High,Moderate,70.1,80.9,5.7,Very Active,7.9,8.2,2.1,5.3,64.6,High,1,22.22222222222222
Male,Poor,Low,Moderate,78.0,75.4,3.9,Very Active,4.8,5.5,7.5,6.5,54.5,Medium,1,72.22222222222221
Female,Poor,High,Moderate,98.1,70.7,5.0,Very Active,5.5,1.7,3.3,3.8,45.2,Low,0,27.027027027027025
Female,Poor,High,High,85.7,74.0,6.7,Very Active,2.3,6.3,6.1,6.4,56.8,Medium,0,52.702702702702695
Male,Healthy,High,Moderate,78.2,31.5,4.7,Underactive,6.8,3.0,4.9,5.2,41.0,Low,1,34.54545454545455
Female,Healthy,High,High,88.8,56.0,4.4,Very Active,4.8,5.5,6.4,7.5,55.4,Medium,0,36.25
Female,Poor,High,High,75.8,81.5,4.3,Underactive,5.4,7.4,3.8,6.8,52.9,Medium,0,87.49999999999999
Male,Excessive,High,High,100.0,77.4,6.0,Underactive,3.9,5.1,5.2,9.5,56.8,Medium,1,51.24999999999999
Female,Healthy,Moderate,Low,76.3,88.5,1.5,Underactive,5.1,6.3,4.7,6.5,52.1,Medium,0,12.903225806451612
Female,Poor,High,High,100.0,88.6,8.4,Very Active,8.3,5.2,5.0,4.5,42.0,Low,0,47.826086956521735
Female,Healthy,High,High,91.4,100.0,7.6,Very Active,8.1,5.3,5.1,4.8,72.6,High,0,38.46153846153847
Female,Poor,High,High,91.3,39.3,7.8,Very Active,5.9,2.3,5.7,7.8,45.4,Low,0,28.888888888888893
Female,Poor,High,High,77.9,72.7,7.6,Moderately Active,4.9,1.0,5.3,8.2,42.5,Low,0,49.180327868852466
Male,Poor,High,High,74.0,38.3,5.7,Moderately Active,5.5,6.3,4.3,6.1,52.0,Medium,1,83.33333333333334
Female,Healthy,High,Moderate,76.6,83.8,6.5,Very Active,3.3,4.7,5.3,7.6,76.0,High,0,32.608695652173914
Male,Healthy,High,High,93.6,72.0,6.9,Moderately Active,8.1,3.0,4.4,6.6,41.7,Low,1,35.05154639175258
Male,Poor,High,High,55.7,79.8,6.4,Moderately Active,1.3,3.0,0.0,9.0,60.6,Medium,1,35.61643835616439
Male,Healthy,High,Moderate,63.2,56.0,5.2,Underactive,2.6,5.8,0.5,5.9,44.7,Low,1,32.20338983050847
Male,Poor,High,Moderate,78.2,100.0,10.0,Underactive,3.2,1.0,6.0,4.9,36.4,Low,1,29.090909090909093
Female,Poor,High,High,87.0,70.6,5.6,Underactive,1.0,8.7,4.3,6.3,61.8,Medium,0,42.30769230769231
Female,Excessive,High,High,77.0,76.4,5.7,Very Active,3.9,8.2,0.0,6.3,45.7,Low,0,72.88135593220339
Male,Healthy,High,High,73.5,72.7,3.3,Underactive,1.0,3.9,4.0,7.2,51.5,Medium,1,33.33333333333333
Female,Poor,Moderate,High,67.2,91.6,5.1,Very Active,6.1,6.9,4.4,7.4,46.7,Medium,0,70.0
Male,Poor,High,Low,91.9,53.4,1.3,Underactive,5.5,4.6,7.0,6.7,25.4,Low,1,14.285714285714288
Male,Poor,High,High,81.3,89.9,10.0,Underactive,7.7,10.0,4.2,7.7,80.6,High,1,30.434782608695656
Female,Healthy,Moderate,High,100.0,65.7,7.3,Very Active,6.3,2.6,7.2,5.7,61.0,Medium,0,94.44444444444444
Female,Excessive,High,Low,63.1,65.8,5.2,Moderately Active,10.0,8.5,5.4,6.5,40.0,Low,0,0.0
Female,Excessive,High,High,89.0,90.8,7.1,Underactive,4.7,8.0,3.1,4.6,63.6,High,0,71.01449275362319
Male,Poor,Moderate,Moderate,87.1,70.2,3.9,Moderately Active,4.2,3.4,1.7,4.6,36.9,Low,1,47.5
Female,Poor,Moderate,High,90.7,86.4,3.6,Underactive,6.1,5.0,5.3,4.5,36.9,Low,0,95.0
Male,Poor,High,High,77.7,79.2,7.7,Very Active,7.7,6.6,4.5,7.6,55.4,Medium,1,60.3448275862069
Female,Poor,High,High,82.2,66.3,5.8,Underactive,7.9,5.5,4.0,7.8,42.6,Low,0,25.263157894736842
Female,Excessive,High,High,67.0,74.6,2.2,Very Active,1.5,6.3,0.0,6.9,44.7,Low,0,68.62745098039215
Male,Poor,High,High,47.8,57.8,8.9,Very Active,6.5,6.0,6.6,10.0,60.3,Medium,1,56.57894736842105
Female,Poor,Moderate,High,64.9,82.9,4.4,Underactive,1.0,8.2,3.2,8.3,48.1,Medium,0,74.28571428571429
Male,Healthy,Moderate,Low,58.2,80.7,7.4,Very Active,3.7,3.7,5.8,7.6,68.2,High,1,12.5
Male,Poor,High,High,73.1,62.6,7.2,Underactive,4.7,4.5,4.2,6.8,45.1,Low,1,68.91891891891892
Female,Poor,High,High,81.3,67.0,4.5,Moderately Active,3.1,10.0,1.8,3.6,29.5,Low,0,32.53012048192771
Male,Poor,High,High,83.4,57.8,5.7,Very Active,5.7,9.4,8.6,9.6,58.2,Medium,1,42.16867469879518
Male,Poor,High,High,63.9,91.9,6.7,Moderately Active,5.2,4.6,1.7,6.1,43.1,Low,1,24.29906542056075
Male,Healthy,High,High,81.9,94.1,4.8,Very Active,4.1,4.8,1.4,5.6,57.8,Medium,1,32.6530612244898
Male,Healthy,High,Low,98.1,60.8,5.5,Moderately Active,2.3,4.2,5.9,6.1,73.1,High,1,5.769230769230769
Female,Healthy,High,High,91.1,74.8,6.2,Moderately Active,2.0,3.0,3.5,4.7,56.7,Medium,0,63.793103448275865
Female,Poor,High,High,83.4,98.9,8.4,Moderately Active,3.9,6.9,2.9,5.8,59.4,Medium,0,42.857142857142854
Male,Healthy,High,High,92.0,100.0,3.4,Moderately Active,5.3,10.0,3.6,4.5,40.2,Low,1,100.0
Female,Healthy,High,High,89.2,62.9,4.4,Very Active,4.0,6.4,1.9,6.6,49.7,Medium,0,86.79245283018867
Female,Healthy,High,High,65.4,34.1,1.5,Very Active,9.7,8.3,8.9,6.6,41.9,Low,0,80.88235294117648
Female,Healthy,High,Moderate,68.1,48.2,7.1,Very Active,5.2,8.0,1.5,7.4,56.1,Medium,0,12.0
Female,Poor,High,High,88.3,42.9,2.5,Very Active,7.5,5.0,1.2,6.7,30.3,Low,0,53.846153846153854
Female,Poor,High,High,71.3,82.5,7.1,Underactive,5.7,3.0,4.8,5.4,31.1,Low,0,90.0
Female,Healthy,Moderate,High,66.7,76.8,7.3,Underactive,2.9,8.3,9.0,7.2,67.4,High,0,70.58823529411765
Male,Poor,High,High,79.8,78.9,8.0,Underactive,4.1,8.2,8.0,5.8,57.6,Medium,1,74.32432432432432
Male,Healthy,High,Moderate,80.8,95.3,6.8,Very Active,5.1,10.0,6.3,8.2,83.2,High,1,20.48192771084337
Female,Poor,High,High,79.2,100.0,2.7,Very Active,4.1,6.0,3.9,8.2,51.9,Medium,0,51.66666666666667
Female,Poor,High,Low,64.4,90.2,5.7,Underactive,5.4,3.8,4.4,6.4,51.2,Medium,0,0.0
Male,Poor,High,Low,74.2,88.2,6.4,Underactive,4.1,6.2,0.0,6.9,45.8,Low,1,0.0
Male,Healthy,High,Low,75.5,48.5,7.2,Very Active,5.7,4.4,9.3,3.3,50.2,Medium,1,2.469135802469136
Female,Healthy,High,Moderate,64.2,99.9,5.1,Underactive,7.3,7.6,9.2,7.2,64.7,High,0,23.88059701492537
Male,Healthy,High,Moderate,100.0,65.1,5.8,Moderately Active,6.2,7.4,4.5,7.0,56.7,Medium,1,19.277108433734938
Male,Excessive,High,High,98.3,94.9,5.8,Moderately Active,5.8,4.5,5.4,5.7,64.1,High,1,50.68493150684932
Female,Healthy,High,Moderate,78.6,77.2,3.2,Very Active,3.1,5.6,6.5,6.8,69.3,High,0,29.310344827586203
Female,Healthy,High,High,62.7,89.1,3.9,Very Active,7.9,2.4,0.0,4.3,39.1,Low,0,41.6
Male,Poor,High,High,57.6,59.3,5.8,Very Active,1.5,3.9,3.3,6.6,36.7,Low,1,59.25925925925925
Female,Excessive,High,Low,74.1,88.7,4.2,Very Active,4.7,4.6,4.9,3.2,49.8,Medium,0,0.0
Female,Healthy,High,High,50.7,74.2,2.8,Underactive,3.5,3.5,9.2,8.0,34.1,Low,0,70.9090909090909
Female,Poor,High,Low,74.1,79.1,6.0,Moderately Active,6.8,4.9,7.3,6.1,37.6,Low,0,0.0
Male,Healthy,Moderate,Moderate,82.6,90.0,6.3,Very Active,9.1,3.7,3.7,5.9,63.0,Medium,1,46.42857142857144
Male,Healthy,High,High,77.6,43.2,5.3,Very Active,4.4,6.4,0.9,7.8,58.1,Medium,1,64.81481481481481
Male,Poor,High,High,100.0,60.4,4.7,Very Active,4.1,5.7,6.2,5.8,61.4,Medium,1,40.25974025974026
Male,Poor,High,Low,77.3,63.6,1.6,Very Active,4.0,6.9,3.4,6.5,50.5,Medium,1,0.0
Male,Poor,Moderate,High,83.9,66.1,5.1,Very Active,8.1,7.3,5.2,6.4,56.8,Medium,1,97.22222222222221
Female,Healthy,Moderate,Moderate,57.2,50.4,3.9,Very Active,6.9,7.2,7.1,7.4,41.4,Low,0,47.36842105263158
Female,Poor,High,Low,76.3,37.7,6.4,Very Active,7.9,4.1,2.6,4.4,40.8,Low,0,11.666666666666666
Male,Poor,High,Moderate,100.0,94.0,5.7,Moderately Active,4.4,2.8,4.2,8.3,73.0,High,1,18.181818181818183
Male,Poor,High,High,76.9,51.8,3.8,Very Active,7.5,5.9,5.8,4.1,40.8,Low,1,64.28571428571429
Male,Poor,High,High,71.2,66.9,6.4,Underactive,7.2,5.1,2.2,7.9,38.6,Low,1,80.32786885245903
Female,Healthy,High,High,87.9,54.0,7.4,Moderately Active,6.5,7.9,2.9,6.7,47.2,Medium,0,23.333333333333332
Female,Healthy,High,High,71.0,72.5,5.7,Very Active,8.2,4.8,0.9,3.7,44.7,Low,0,47.43589743589744
Male,Poor,High,Moderate,100.0,47.2,7.0,Very Active,6.0,7.1,4.7,2.9,61.3,Medium,1,36.0
Male,Poor,Moderate,High,96.2,67.7,2.3,Very Active,7.5,5.1,6.8,7.0,60.4,Medium,1,77.14285714285715
Female,Healthy,High,High,99.7,76.9,7.8,Very Active,5.4,7.4,0.0,6.5,75.7,High,0,39.189189189189186
Female,Healthy,Moderate,Low,68.9,38.2,7.7,Underactive,5.3,6.0,8.6,6.2,46.9,Medium,0,25.641025641025646
Male,Poor,Low,Low,79.6,66.4,4.5,Moderately Active,8.9,6.4,4.8,3.8,62.1,Medium,1,50.0
Male,Poor,High,High,92.7,65.9,4.2,Underactive,3.9,6.0,4.5,7.6,57.7,Medium,1,36.36363636363637
Female,Poor,High,High,81.5,92.5,5.9,Underactive,8.4,9.8,0.0,6.4,53.9,Medium,0,41.904761904761905
Male,Poor,High,High,94.6,56.6,8.7,Underactive,3.1,8.8,1.3,9.6,74.3,High,1,60.526315789473685
Female,Healthy,High,High,62.1,80.3,3.7,Moderately Active,4.0,5.8,0.0,4.2,44.3,Low,0,36.66666666666667
Male,Healthy,High,High,78.4,86.8,5.2,Underactive,8.7,7.4,2.6,7.5,60.7,Medium,1,78.125
Male,Poor,High,High,72.8,61.6,5.0,Moderately Active,5.0,4.3,1.8,6.5,36.7,Low,1,50.0
Male,Poor,High,High,92.9,88.9,7.8,Very Active,1.0,3.0,2.1,3.1,45.3,Low,1,51.04166666666667
Female,Poor,High,High,94.8,70.1,8.8,Moderately Active,7.4,7.7,5.1,7.2,53.8,Medium,0,51.515151515151516
Female,Healthy,High,Moderate,77.9,46.6,5.0,Very Active,4.0,6.0,0.0,4.1,44.6,Low,0,19.41747572815534
Male,Poor,High,High,91.2,77.5,6.1,Moderately Active,9.1,5.8,4.1,6.2,51.5,Medium,1,38.57142857142858
Male,Excessive,High,High,99.2,59.8,3.8,Moderately Active,6.0,10.0,7.5,5.5,59.9,Medium,1,63.1578947368421
Male,Poor,High,High,80.7,75.5,6.9,Moderately Active,7.8,2.7,6.6,4.9,37.0,Low,1,27.710843373493972
Female,Poor,High,High,73.1,80.2,4.6,Very Active,4.6,7.2,5.0,5.1,53.0,Medium,0,78.26086956521739
Female,Healthy,High,High,95.2,96.5,6.6,Underactive,5.5,6.6,10.0,5.0,69.7,High,0,77.02702702702703
Female,Healthy,High,Moderate,68.5,77.3,6.7,Underactive,4.5,5.3,3.3,9.1,62.9,Medium,0,22.950819672131146
Male,Healthy,High,High,84.3,93.0,7.3,Very Active,4.7,4.7,4.8,6.0,64.9,High,1,53.52112676056338
Female,Poor,High,Moderate,80.1,56.6,8.4,Moderately Active,3.0,8.1,4.9,5.8,39.6,Low,0,28.78787878787879
Male,Healthy,High,High,89.9,100.0,6.9,Underactive,7.1,3.5,1.8,7.8,58.3,Medium,1,57.89473684210527
Female,Poor,High,High,74.4,52.4,3.6,Very Active,5.5,4.2,0.8,4.7,28.7,Low,0,65.21739130434783
Female,Healthy,High,High,73.4,70.1,2.6,Underactive,4.4,4.4,1.5,8.8,54.4,Medium,0,45.833333333333336
Female,Poor,High,High,73.2,67.0,4.8,Underactive,3.6,4.9,3.1,6.1,40.2,Low,0,54.09836065573771
Female,Healthy,High,High,62.1,46.5,6.7,Moderately Active,2.3,5.6,1.7,5.5,39.1,Low,0,97.77777777777779
Male,Poor,High,High,86.6,54.7,6.9,Underactive,4.1,5.0,4.1,7.2,52.9,Medium,1,79.24528301886792
Female,Excessive,High,Low,82.7,10.3,0.4,Very Active,5.0,6.2,1.9,5.9,25.2,Low,0,0.0
Male,Healthy,High,Moderate,60.9,50.7,6.3,Underactive,5.8,7.4,5.3,9.3,59.1,Medium,1,23.076923076923077
Male,Excessive,High,High,74.7,74.2,8.5,Very Active,4.5,7.1,3.9,6.8,62.9,Medium,1,48.192771084337345
Female,Healthy,High,High,76.4,100.0,10.0,Very Active,5.6,6.2,4.3,6.0,69.9,High,0,36.61971830985916
Female,Poor,High,High,72.4,87.8,9.2,Very Active,6.0,6.0,3.2,4.7,51.1,Medium,0,100.0
Male,Poor,High,High,78.4,80.8,4.9,Very Active,7.2,6.3,5.8,5.7,40.9,Low,1,71.01449275362319
Female,Healthy,High,High,78.6,100.0,4.7,Very Active,8.0,6.0,0.0,8.6,56.5,Medium,0,39.3939393939394
Female,Excessive,High,High,79.9,73.8,7.8,Moderately Active,3.3,2.6,4.9,6.8,57.7,Medium,0,76.71232876712328
Male,Poor,High,High,66.2,60.1,3.3,Moderately Active,4.4,6.8,5.9,6.9,30.2,Low,1,30.000000000000004
Female,Healthy,High,High,62.1,74.2,2.9,Very Active,8.4,1.9,6.4,6.4,44.9,Low,0,52.63157894736842
Female,Poor,High,Moderate,74.9,65.0,9.2,Very Active,6.2,6.8,2.4,9.8,45.4,Low,0,18.571428571428573
Female,Healthy,High,Moderate,79.8,90.0,3.9,Moderately Active,9.8,7.0,4.5,3.6,60.1,Medium,0,19.565217391304348
Male,Poor,High,High,69.2,71.6,3.5,Very Active,7.3,3.5,2.4,6.7,39.4,Low,1,40.57971014492753
Male,Healthy,High,High,91.0,92.7,4.8,Underactive,6.4,10.0,4.5,6.7,64.8,High,1,87.50000000000001
Male,Poor,High,High,69.2,70.8,9.5,Very Active,6.4,6.7,8.5,1.7,48.4,Medium,1,32.83582089552239
Male,Healthy,High,High,78.0,85.5,7.6,Very Active,5.5,5.4,4.2,5.1,52.2,Medium,1,52.17391304347826
Female,Healthy,High,High,69.0,100.0,5.9,Moderately Active,4.7,7.2,6.3,7.3,52.0,Medium,0,85.29411764705883
Female,Healthy,High,Moderate,100.0,76.3,1.7,Moderately Active,3.1,4.7,0.0,7.4,56.9,Medium,0,21.538461538461537
Female,Healthy,High,Low,73.1,80.2,7.8,Very Active,3.8,5.4,1.4,7.0,64.2,High,0,0.0
Female,Healthy,High,High,93.0,51.3,4.4,Very Active,1.7,9.3,0.9,6.1,55.4,Medium,0,51.724137931034484
Male,Poor,High,High,88.8,63.4,2.4,Moderately Active,5.0,8.5,1.7,8.0,58.2,Medium,1,26.373626373626376
Male,Excessive,High,Moderate,72.1,77.9,1.9,Very Active,3.1,2.9,1.1,7.3,52.4,Medium,1,30.61224489795918
Female,Healthy,High,High,80.0,90.6,7.3,Underactive,4.1,8.2,3.1,5.9,60.3,Medium,0,53.62318840579711
Female,Healthy,High,High,81.6,100.0,7.8,Moderately Active,2.3,5.3,4.9,3.3,60.7,Medium,0,57.57575757575758
Female,Poor,High,Moderate,86.3,55.9,1.0,Very Active,2.0,5.5,2.9,5.5,35.9,Low,0,22.857142857142858
Male,Healthy,High,High,60.4,52.9,6.8,Very Active,5.7,7.9,5.0,4.4,42.6,Low,1,51.685393258426956
Female,Poor,High,High,70.9,83.9,6.3,Very Active,4.8,8.7,5.3,4.8,34.9,Low,0,89.18918918918918
Female,Healthy,High,High,95.2,100.0,4.9,Underactive,4.1,7.7,3.7,6.2,64.7,High,0,24.444444444444446
Female,Poor,Moderate,High,74.5,76.1,8.1,Underactive,5.6,6.2,0.0,4.2,42.8,Low,0,100.0
Female,Poor,High,High,60.8,77.4,7.0,Underactive,4.8,5.3,5.2,6.7,29.9,Low,0,21.62162162162162
Female,Healthy,High,High,96.1,66.6,7.4,Very Active,6.4,3.2,4.8,7.0,60.6,Medium,0,41.57303370786517
Female,Healthy,Moderate,High,77.3,53.0,5.0,Underactive,6.8,6.5,7.8,7.3,47.7,Medium,0,97.5
Female,Healthy,High,High,94.1,94.1,3.2,Moderately Active,1.0,8.7,5.1,3.6,76.6,High,0,47.5609756097561
Female,Healthy,High,High,88.9,77.8,6.5,Underactive,5.6,8.2,5.6,6.2,68.5,High,0,50.0
Male,Healthy,High,Moderate,81.6,74.9,6.5,Underactive,2.2,6.2,4.8,4.1,59.1,Medium,1,27.11864406779661
Female,Poor,High,High,78.3,44.2,6.0,Very Active,4.7,5.9,4.8,6.2,19.1,Low,0,29.292929292929294
Female,Healthy,High,High,100.0,86.8,2.3,Underactive,5.3,4.9,2.6,6.5,55.9,Medium,0,58.16326530612245
Male,Healthy,High,High,90.8,41.9,5.7,Very Active,6.0,6.9,1.7,6.9,47.8,Medium,1,72.82608695652175
Female,Poor,High,High,70.8,83.4,6.4,Underactive,7.5,4.2,3.2,9.4,39.0,Low,0,66.66666666666667
Male,Poor,High,High,93.6,82.9,5.0,Moderately Active,7.6,6.8,0.1,5.9,36.5,Low,1,32.35294117647059
Female,Healthy,High,High,99.7,99.8,8.4,Moderately Active,5.0,9.0,1.6,7.5,82.5,High,0,41.57303370786517
Male,Healthy,High,High,63.8,69.7,10.0,Very Active,5.2,6.3,0.1,6.4,55.9,Medium,1,45.0
Male,Healthy,Moderate,High,69.5,73.8,6.0,Very Active,7.5,6.6,6.5,5.8,53.6,Medium,1,71.87499999999999
Female,Excessive,High,High,90.3,82.8,8.0,Very Active,7.0,4.5,5.0,10.0,69.9,High,0,45.45454545454545
Male,Healthy,High,High,79.8,84.3,2.7,Very Active,5.1,2.5,3.5,6.0,51.0,Medium,1,37.34939759036144
Female,Healthy,High,High,91.4,96.9,10.0,Very Active,8.2,10.0,3.8,5.8,78.9,High,0,64.44444444444444
Female,Poor,High,High,65.6,71.0,4.5,Moderately Active,6.8,7.6,1.4,9.0,40.2,Low,0,32.89473684210527
Female,Poor,High,High,79.8,100.0,8.0,Very Active,4.6,4.1,7.1,7.8,61.3,Medium,0,54.05405405405405
Male,Poor,High,Moderate,96.3,73.4,6.0,Moderately Active,5.8,2.3,4.7,9.1,58.0,Medium,1,34.61538461538461
Female,Healthy,High,High,81.3,91.1,3.8,Underactive,4.0,4.8,9.1,5.4,53.2,Medium,0,62.5
Male,Healthy,High,High,95.7,66.1,8.2,Underactive,6.5,6.8,6.4,3.8,39.5,Low,1,50.0
Female,Excessive,High,High,70.9,85.7,7.2,Underactive,6.2,3.8,2.8,8.6,53.4,Medium,0,60.377358490566046
Female,Poor,High,High,66.3,95.8,10.0,Underactive,5.3,6.7,0.8,7.5,50.0,Medium,0,40.0
Male,Poor,High,High,63.5,55.5,6.9,Underactive,5.5,6.1,5.4,5.2,36.2,Low,1,45.31249999999999
Female,Healthy,High,High,90.4,92.0,4.6,Underactive,6.8,6.5,5.1,7.5,51.1,Medium,0,94.54545454545455
Male,Healthy,High,High,94.7,78.2,1.9,Underactive,6.1,10.0,1.4,6.0,60.2,Medium,1,41.25
Female,Healthy,High,Moderate,87.0,100.0,4.4,Very Active,2.6,8.9,3.2,7.9,69.1,High,0,19.587628865979383
Female,Poor,High,High,73.7,70.2,6.6,Very Active,6.9,3.9,2.3,5.3,10.7,Low,0,83.33333333333333
Female,Poor,Moderate,Moderate,88.3,80.3,5.2,Very Active,4.9,3.5,3.1,7.9,52.0,Medium,0,43.58974358974359
Female,Healthy,High,High,87.9,72.2,7.7,Very Active,3.2,4.0,3.9,6.5,58.1,Medium,0,23.853211009174313
Female,Poor,High,High,53.7,86.9,6.8,Underactive,6.7,4.6,3.1,7.3,44.0,Low,0,53.96825396825397
Female,Healthy,Low,Moderate,75.4,35.7,3.3,Moderately Active,3.6,7.9,6.9,9.2,58.4,Medium,0,88.23529411764706
Female,Excessive,High,Low,83.6,49.6,5.1,Very Active,1.9,5.4,2.3,5.7,50.5,Medium,0,0.0
Male,Healthy,High,High,94.4,87.0,4.1,Underactive,5.9,5.3,2.1,7.3,54.6,Medium,1,43.18181818181818
Female,Healthy,High,Low,78.9,75.5,6.8,Underactive,3.8,9.1,2.6,8.4,73.0,High,0,0.0
Female,Poor,High,Moderate,81.9,38.9,6.9,Underactive,6.0,6.5,6.6,4.4,47.2,Medium,0,13.541666666666668
Male,Poor,High,High,79.1,63.6,4.7,Moderately Active,8.7,7.1,6.3,7.1,41.6,Low,1,34.920634920634924
Male,Healthy,Moderate,High,62.2,66.3,10.0,Underactive,4.8,5.9,3.2,5.5,64.3,High,1,67.5
Male,Healthy,High,Moderate,72.1,91.8,6.7,Underactive,5.2,4.9,2.8,6.5,49.5,Medium,1,29.166666666666668
Male,Poor,High,High,51.0,97.6,6.7,Underactive,1.3,3.2,5.4,5.7,41.4,Low,1,46.808510638297875
Female,Poor,High,High,74.3,34.7,1.9,Very Active,3.3,5.3,2.6,4.6,35.9,Low,0,63.49206349206349
Female,Healthy,High,High,86.4,72.8,7.6,Underactive,7.8,4.4,5.5,6.5,76.4,High,0,58.333333333333336
Female,Poor,Moderate,Low,69.7,77.0,8.3,Moderately Active,7.9,7.4,5.2,5.1,54.1,Medium,0,26.666666666666668
Male,Healthy,Moderate,Moderate,76.7,48.3,6.7,Underactive,9.7,6.0,4.1,7.9,47.7,Medium,1,36.84210526315789
